Geneid	Chr	Start	End	Strand	Length	HFe_d5_rep1	HFe_d5_rep2	HFe_d5_rep3	LFe_d5_rep1	LFe_d5_rep2	MFe_d5_rep1	MFe_d5_rep2
Tery_1283	CP000393.1	1963943	1964374	+	432	1	1	2	0	3	4	0
Tery_1286	CP000393.1	1966691	1966912	+	222	3	3	8	0	7	2	1
Tery_1287	CP000393.1	1966978	1967166	+	189	7	3	5	2	5	0	3
Tery_1288	CP000393.1	1968385	1968987	+	603	245	447	376	231	524	310	246
Tery_1289	CP000393.1	1969872	1970255	-	384	54	96	71	42	91	58	31
Tery_1290	CP000393.1	1970256	1970465	-	210	109	113	88	86	134	92	77
Tery_1291	CP000393.1	1971541	1972422	+	882	264	443	346	266	557	370	261
Tery_1292	CP000393.1	1972786	1973562	-	777	241	552	509	201	395	578	323
Tery_1293	CP000393.1	1973698	1974462	+	765	326	661	578	248	562	348	398
Tery_1294	CP000393.1	1975139	1976026	+	888	383	605	556	281	523	567	326
Tery_1296	CP000393.1	1977141	1978658	-	1518	1788	3479	2915	993	1878	2898	1770
Tery_1297	CP000393.1	1982085	1982285	-	201	6	5	8	3	7	3	8
Tery_1299	CP000393.1	1983497	1983685	+	189	1	3	0	4	4	0	3
Tery_1301	CP000393.1	1985587	1986489	-	903	156	274	209	115	238	286	111
Tery_1302	CP000393.1	1987176	1987925	-	750	90	132	110	56	99	122	75
Tery_1305	CP000393.1	1989720	1990229	-	510	159	241	205	107	219	159	123
Tery_1306	CP000393.1	1990542	1992458	-	1917	1926	3817	3412	2069	3008	5977	2086
Tery_1307	CP000393.1	1994206	1996482	-	2277	379	533	567	268	472	555	320
Tery_1308	CP000393.1	1997564	1998322	+	759	56	118	79	71	87	156	48
Tery_1310	CP000393.1	2000615	2001211	+	597	145	227	192	84	170	251	127
Tery_1311	CP000393.1	2001473	2001790	-	318	309	600	406	291	629	412	291
Tery_1312	CP000393.1	2002256	2003392	-	1137	2067	3891	3272	1998	3755	3664	2430
Tery_1313	CP000393.1	2005048	2005605	+	558	1134	1559	2293	715	1836	1029	2431
Tery_1314	CP000393.1	2006188	2006691	+	504	653	1354	1117	495	951	1037	702
Tery_1316	CP000393.1	2008631	2009329	-	699	388	564	445	385	528	616	300
Tery_1318	CP000393.1	2011162	2012967	-	1806	535	757	673	470	702	973	499
Tery_1319	CP000393.1	2013421	2013852	+	432	23	33	50	21	36	41	29
Tery_1322	CP000393.1	2016583	2016810	-	228	2	1	0	0	1	1	0
Tery_1323	CP000393.1	2017345	2018265	+	921	33	94	58	20	37	51	48
Tery_1324	CP000393.1	2019402	2021213	+	1812	98	195	128	95	143	293	100
Tery_1325	CP000393.1	2022108	2023112	-	1005	73	150	100	67	120	243	106
Tery_1328	CP000393.1	2025743	2027152	-	1410	98	148	157	78	139	118	72
Tery_1330	CP000393.1	2028123	2028449	+	327	53	60	48	41	53	65	32
Tery_1332	CP000393.1	2029603	2030283	-	681	19	26	9	6	11	3	3
Tery_1333	CP000393.1	2030402	2030767	+	366	9	13	11	6	15	10	2
Tery_1335	CP000393.1	2031392	2031607	-	216	58	122	76	41	100	65	64
Tery_1336	CP000393.1	2031910	2032515	-	606	715	1087	825	552	1072	923	599
Tery_1337	CP000393.1	2032658	2034337	-	1680	839	1195	1250	695	1500	854	843
Tery_1338	CP000393.1	2035337	2037400	+	2064	174	232	183	130	198	155	110
Tery_1340	CP000393.1	2040749	2041705	-	957	202	357	237	169	328	308	189
Tery_1341	CP000393.1	2042045	2043895	-	1851	142	225	192	99	153	173	122
Tery_1342	CP000393.1	2047790	2047996	-	207	91	243	133	58	150	121	71
Tery_1343	CP000393.1	2048695	2049441	-	747	317	663	551	397	692	578	380
Tery_1344	CP000393.1	2049484	2050365	-	882	270	480	441	204	391	495	287
Tery_1346	CP000393.1	2052114	2052659	-	546	267	348	238	253	244	477	150
Tery_1348	CP000393.1	2056360	2057220	-	861	146	350	266	109	286	254	148
Tery_1349	CP000393.1	2057447	2059189	-	1743	156	260	231	123	222	216	108
Tery_1350	CP000393.1	2060638	2061978	-	1341	212	364	342	111	279	228	172
Tery_1351	CP000393.1	2062784	2064964	-	2181	1006	1695	1457	754	1094	1735	833
Tery_1352	CP000393.1	2065274	2068273	-	3000	1485	2467	2071	1120	2029	2298	1296
Tery_1353	CP000393.1	2068829	2069584	-	756	1036	1756	1622	777	1595	1518	969
Tery_1354	CP000393.1	2071942	2072889	+	948	305	684	607	226	545	571	366
Tery_1355	CP000393.1	2073515	2075386	-	1872	2657	3279	3040	3431	3425	8136	2578
Tery_1356	CP000393.1	2076163	2077434	-	1272	397	785	815	402	727	741	554
Tery_1357	CP000393.1	2077704	2078402	-	699	106	213	184	111	195	215	120
Tery_1358	CP000393.1	2079608	2080351	-	744	54	80	83	32	60	56	31
Tery_1360	CP000393.1	2081009	2086984	-	5976	1225	1616	1255	1174	1550	1648	827
Tery_1361	CP000393.1	2087004	2089568	-	2565	626	946	669	495	767	958	467
Tery_1362	CP000393.1	2089867	2091285	-	1419	372	686	568	309	562	570	318
Tery_1363	CP000393.1	2091665	2092519	-	855	201	479	356	174	302	381	233
Tery_1364	CP000393.1	2092708	2093247	-	540	316	527	460	218	409	443	221
Tery_1365	CP000393.1	2093317	2094477	+	1161	356	497	404	273	459	373	263
Tery_1366	CP000393.1	2095438	2097009	+	1572	273	490	360	204	323	321	252
Tery_1367	CP000393.1	2097863	2098603	-	741	28	81	66	28	26	57	23
Tery_1368	CP000393.1	2098603	2099235	-	633	24	29	28	14	17	21	19
Tery_1369	CP000393.1	2099242	2100564	-	1323	8	19	16	11	12	10	17
Tery_1371	CP000393.1	2102236	2104170	+	1935	227	354	282	200	299	366	197
Tery_1372	CP000393.1	2104828	2106021	+	1194	71	104	86	44	64	84	46
Tery_1375	CP000393.1	2111352	2111582	+	231	7	10	4	4	18	6	11
Tery_1376	CP000393.1	2111837	2112118	+	282	7	14	15	10	16	18	9
Tery_1379	CP000393.1	2113051	2113173	+	123	3	2	5	2	8	5	3
Tery_1380	CP000393.1	2113589	2114314	+	726	904	2064	1626	557	1205	1462	1094
Tery_1381	CP000393.1	2115235	2116080	+	846	133	193	161	79	113	184	92
Tery_1382	CP000393.1	2116190	2117215	+	1026	163	366	243	132	226	248	156
Tery_1383	CP000393.1	2117278	2119272	-	1995	216	308	255	112	205	219	164
Tery_1384	CP000393.1	2119924	2120148	+	225	23	26	26	17	30	14	19
Tery_1386	CP000393.1	2121204	2121380	+	177	3	1	3	0	1	1	4
Tery_1388	CP000393.1	2122042	2122728	+	687	6	16	6	0	3	8	3
Tery_1390	CP000393.1	2123603	2123848	-	246	8	19	12	5	10	14	8
Tery_1392	CP000393.1	2124776	2125009	-	234	27	61	53	19	58	38	26
Tery_1393	CP000393.1	2125397	2125900	+	504	0	0	0	0	1	1	1
Tery_1395	CP000393.1	2127771	2128040	-	270	189	341	354	136	280	165	216
Tery_1398	CP000393.1	2130195	2130680	+	486	612	948	830	452	866	551	478
Tery_1399	CP000393.1	2131087	2131248	+	162	164	230	185	119	198	148	158
Tery_1401	CP000393.1	2132736	2132981	+	246	14	37	17	8	16	21	17
Tery_1402	CP000393.1	2133018	2133284	+	267	18	27	23	16	18	28	10
Tery_1403	CP000393.1	2133698	2135026	+	1329	110	156	130	55	103	164	57
Tery_1404	CP000393.1	2135723	2135899	+	177	5	19	10	9	6	7	6
Tery_1405	CP000393.1	2136808	2137494	-	687	1	6	4	2	1	4	4
Tery_1407	CP000393.1	2138490	2138744	-	255	62	109	101	42	105	82	58
Tery_1408	CP000393.1	2138782	2139186	-	405	147	231	207	86	158	188	144
Tery_1409	CP000393.1	2139381	2139662	+	282	1	7	2	4	4	0	4
Tery_1411	CP000393.1	2140838	2140963	+	126	2	14	6	3	0	2	5
Tery_1412	CP000393.1	2141101	2141295	-	195	3	2	3	2	6	0	3
Tery_1413	CP000393.1	2141613	2142014	-	402	4	3	1	1	1	9	0
Tery_1415	CP000393.1	2142671	2142850	+	180	0	1	1	1	0	0	0
Tery_1416	CP000393.1	2143846	2144394	-	549	101	180	180	70	192	105	126
Tery_1417	CP000393.1	2144836	2145510	-	675	60	120	75	31	57	54	45
Tery_1418	CP000393.1	2146092	2148653	-	2562	131	254	215	84	151	200	135
Tery_1419	CP000393.1	2149880	2150767	+	888	51	76	64	34	39	105	42
Tery_1420	CP000393.1	2150970	2151116	-	147	8	12	19	7	21	8	16
Tery_1421	CP000393.1	2151480	2154209	-	2730	306	342	380	313	428	304	260
Tery_1422	CP000393.1	2154982	2155371	+	390	11	13	10	6	19	7	10
Tery_1423	CP000393.1	2155551	2157032	-	1482	88	177	88	90	149	173	75
Tery_1424	CP000393.1	2157109	2158074	-	966	33	58	52	40	43	68	29
Tery_1425	CP000393.1	2158202	2159509	-	1308	433	481	803	319	621	424	433
Tery_1426	CP000393.1	2159601	2159990	-	390	9	14	12	14	15	12	11
Tery_1427	CP000393.1	2160042	2160473	-	432	17	19	15	18	32	17	15
Tery_1428	CP000393.1	2160500	2162746	-	2247	81	144	100	109	111	146	46
Tery_1429	CP000393.1	2162739	2163899	-	1161	42	40	40	32	64	43	30
Tery_1430	CP000393.1	2164055	2165092	-	1038	85	106	57	71	112	120	58
Tery_1431	CP000393.1	2165108	2166181	-	1074	14	52	46	32	37	40	33
Tery_1432	CP000393.1	2166252	2167331	-	1080	6	7	14	7	14	15	7
Tery_1433	CP000393.1	2167779	2168330	+	552	58	170	114	68	125	170	82
Tery_1434	CP000393.1	2169563	2169763	+	201	1771	3008	2141	1250	1572	3471	1646
Tery_1435	CP000393.1	2170544	2171125	+	582	658	1195	980	481	1078	785	548
Tery_R0009	CP000393.1	2171224	2171295	+	72	2357	628	3162	1564	2160	1094	30279
Tery_1437	CP000393.1	2173203	2174015	-	813	2166	4011	3489	1842	3651	3695	1979
Tery_1438	CP000393.1	2174746	2175996	+	1251	55	63	96	65	89	97	48
Tery_1440	CP000393.1	2177667	2179061	-	1395	45	79	73	38	69	51	38
Tery_1441	CP000393.1	2179545	2181449	-	1905	14	31	26	23	18	41	7
Tery_1442	CP000393.1	2182028	2182204	+	177	19	46	42	24	53	31	38
Tery_1445	CP000393.1	2183805	2183933	-	129	0	6	2	1	0	1	2
Tery_1446	CP000393.1	2184008	2184361	-	354	7	4	1	1	14	3	1
Tery_1447	CP000393.1	2184530	2184919	-	390	1	1	1	3	0	1	2
Tery_1450	CP000393.1	2188783	2191536	-	2754	476	946	870	427	626	1163	558
Tery_1451	CP000393.1	2191817	2193394	-	1578	51	63	63	50	75	39	38
Tery_1452	CP000393.1	2193828	2195204	-	1377	43	58	44	47	70	57	27
Tery_1453	CP000393.1	2196696	2197466	+	771	55	106	82	47	56	83	59
Tery_1454	CP000393.1	2198110	2201106	+	2997	102	163	114	67	143	117	70
Tery_1455	CP000393.1	2202340	2202627	-	288	656	1604	1631	519	1479	695	878
Tery_1456	CP000393.1	2202612	2202809	-	198	236	409	392	202	362	351	249
Tery_1457	CP000393.1	2203647	2205473	-	1827	1367	2301	1914	1217	2232	1835	1253
Tery_1458	CP000393.1	2206086	2207102	-	1017	897	1559	1138	753	1280	1356	745
Tery_1459	CP000393.1	2207730	2208740	-	1011	51	100	102	49	90	71	55
Tery_1460	CP000393.1	2209262	2209720	+	459	2327	6139	4314	1783	4078	4407	3237
Tery_1461	CP000393.1	2209909	2212056	-	2148	167	283	189	109	220	170	97
Tery_1462	CP000393.1	2212409	2220226	+	7818	254	510	354	208	308	297	234
Tery_1463	CP000393.1	2221744	2222886	-	1143	93	164	167	115	202	135	89
Tery_1464	CP000393.1	2222907	2223434	-	528	3	3	5	3	3	7	1
Tery_1465	CP000393.1	2223507	2225219	-	1713	36	52	53	21	45	40	33
Tery_1466	CP000393.1	2225569	2226135	-	567	82	129	113	59	111	103	71
Tery_1467	CP000393.1	2226624	2227235	-	612	912	1271	1384	732	1173	1898	1111
Tery_1468	CP000393.1	2227399	2227725	-	327	88	146	153	62	99	230	92
Tery_1469	CP000393.1	2227883	2228242	+	360	71	129	93	49	111	89	55
Tery_1470	CP000393.1	2228505	2230655	-	2151	1119	1731	1501	992	1817	1200	998
Tery_1471	CP000393.1	2231265	2232536	-	1272	247	569	498	251	465	424	338
Tery_1472	CP000393.1	2233115	2234302	-	1188	60	69	59	40	65	72	29
Tery_1473	CP000393.1	2235212	2236372	+	1161	232	255	494	170	286	199	291
Tery_1475	CP000393.1	2238830	2239441	+	612	109	234	191	72	154	154	93
Tery_1476	CP000393.1	2239624	2241048	+	1425	206	377	315	206	288	363	167
Tery_1477	CP000393.1	2241952	2242185	+	234	0	0	0	0	0	0	0
Tery_1478	CP000393.1	2242503	2242862	+	360	0	0	0	0	0	0	0
Tery_1479	CP000393.1	2243655	2249795	-	6141	1920	2872	2248	1380	2179	2135	1385
Tery_1480	CP000393.1	2250045	2251889	-	1845	317	668	445	285	551	487	301
Tery_1481	CP000393.1	2251946	2253229	-	1284	705	1112	879	498	849	987	510
Tery_1482	CP000393.1	2254170	2254688	-	519	37	87	83	28	94	64	51
Tery_1483	CP000393.1	2254795	2255298	+	504	0	2	0	0	1	0	2
Tery_1485	CP000393.1	2255847	2257025	-	1179	593	818	617	324	553	854	395
Tery_1486	CP000393.1	2257131	2258564	-	1434	485	1101	888	356	653	1032	531
Tery_1487	CP000393.1	2258640	2260478	-	1839	582	1026	879	427	749	957	549
Tery_1488	CP000393.1	2260811	2262151	-	1341	363	698	493	265	477	622	303
Tery_1489	CP000393.1	2262896	2263339	+	444	155	362	293	156	250	339	204
Tery_1490	CP000393.1	2263346	2263981	+	636	264	475	322	205	441	312	209
Tery_1492	CP000393.1	2264832	2270045	+	5214	1672	2311	2213	1368	2225	2017	1327
Tery_1493	CP000393.1	2270596	2270847	+	252	28	53	56	17	36	33	31
Tery_1494	CP000393.1	2270960	2271160	+	201	26	54	39	28	51	24	25
Tery_1495	CP000393.1	2271384	2272046	+	663	128	236	203	94	194	189	121
Tery_1496	CP000393.1	2272168	2275125	-	2958	1285	1750	1357	1092	1591	1931	863
Tery_1497	CP000393.1	2275783	2279412	-	3630	1707	2406	1687	1545	1944	2730	1136
Tery_1499	CP000393.1	2281661	2283121	+	1461	1045	2020	1687	791	1289	1787	1017
Tery_1500	CP000393.1	2283508	2284245	-	738	179	235	228	141	171	163	124
Tery_1501	CP000393.1	2284654	2284980	+	327	184	497	396	133	313	277	227
Tery_1502	CP000393.1	2285467	2285946	+	480	623	1262	1239	518	1131	759	712
Tery_1503	CP000393.1	2286427	2286921	+	495	139	189	188	73	152	134	108
Tery_1504	CP000393.1	2287727	2288308	-	582	357	743	617	317	499	751	327
Tery_1505	CP000393.1	2288744	2289148	+	405	290	474	390	271	489	300	288
Tery_1506	CP000393.1	2290170	2290724	-	555	426	725	631	312	645	383	353
Tery_1507	CP000393.1	2291951	2292667	-	717	781	1389	1087	581	1060	1002	694
Tery_1508	CP000393.1	2292766	2293098	-	333	134	291	257	104	232	104	135
Tery_1509	CP000393.1	2293129	2293335	-	207	104	205	178	69	183	82	78
Tery_1511	CP000393.1	2294607	2296907	-	2301	2887	4575	4346	2014	3256	3601	2371
Tery_1512	CP000393.1	2297560	2298819	+	1260	743	1091	851	606	971	939	621
Tery_1513	CP000393.1	2299624	2300118	+	495	323	710	595	230	570	565	464
Tery_1514	CP000393.1	2300636	2301247	-	612	881	1584	1399	602	959	1546	859
Tery_1515	CP000393.1	2302943	2304043	-	1101	198	372	257	173	316	278	181
Tery_1516	CP000393.1	2304394	2305170	+	777	138	216	184	108	162	211	112
Tery_1518	CP000393.1	2306692	2308485	+	1794	858	1366	1129	566	813	1186	587
Tery_1519	CP000393.1	2309270	2309782	+	513	2624	5700	4336	1833	3954	4420	2930
Tery_1520	CP000393.1	2310208	2310447	-	240	403	728	667	333	616	467	353
Tery_1521	CP000393.1	2310598	2310861	-	264	234	370	349	178	352	223	158
Tery_1522	CP000393.1	2310958	2312223	-	1266	1518	2997	2051	1365	2637	1628	1285
Tery_1523	CP000393.1	2313012	2314022	-	1011	1035	1957	1540	796	1259	1925	943
Tery_1525	CP000393.1	2315772	2316473	-	702	1174	1867	1647	889	1408	1611	1107
Tery_1527	CP000393.1	2317317	2317547	+	231	27	62	53	14	36	29	23
Tery_1528	CP000393.1	2317702	2317824	+	123	11	10	8	8	9	3	4
Tery_1530	CP000393.1	2319290	2320687	-	1398	3365	6731	4257	1185	1826	5084	2485
Tery_1531	CP000393.1	2321453	2322700	-	1248	2316	5491	4008	1107	2061	3053	2332
Tery_1532	CP000393.1	2322739	2323605	-	867	2873	5620	4943	1239	1946	3756	2614
Tery_1533	CP000393.1	2324538	2326616	-	2079	486	763	676	539	691	659	505
Tery_1534	CP000393.1	2327021	2328724	+	1704	875	1381	1042	735	1302	1064	639
Tery_1535	CP000393.1	2329093	2329341	+	249	85	125	120	53	133	91	89
Tery_1536	CP000393.1	2330508	2332670	-	2163	80	134	95	85	117	132	61
Tery_1537	CP000393.1	2333973	2335067	+	1095	471	772	482	340	592	825	343
Tery_1538	CP000393.1	2335843	2336226	+	384	35	50	50	25	55	24	35
Tery_1539	CP000393.1	2336377	2337459	+	1083	57	96	77	46	91	106	50
Tery_1540	CP000393.1	2338371	2339288	+	918	339	500	351	323	478	527	200
Tery_1541	CP000393.1	2339841	2341994	-	2154	1189	2725	2040	1079	1714	2789	1515
Tery_1543	CP000393.1	2343203	2347798	+	4596	241	374	309	113	217	346	191
Tery_1544	CP000393.1	2348274	2349449	+	1176	158	288	167	97	203	220	125
Tery_1545	CP000393.1	2353054	2353818	+	765	43	83	73	53	89	109	41
Tery_1546	CP000393.1	2353916	2359255	+	5340	224	339	315	208	296	354	200
Tery_1547	CP000393.1	2359259	2359612	+	354	299	654	346	348	586	633	225
Tery_1548	CP000393.1	2360072	2361457	+	1386	169	271	217	195	217	397	175
Tery_1549	CP000393.1	2361896	2362381	+	486	5	15	8	10	9	8	12
Tery_1550	CP000393.1	2362918	2364054	-	1137	807	979	830	838	821	1433	552
Tery_1551	CP000393.1	2364599	2368258	-	3660	700	1029	925	626	1371	769	668
Tery_1552	CP000393.1	2369008	2369859	-	852	123	308	244	83	205	208	107
Tery_1553	CP000393.1	2369918	2370784	-	867	138	310	226	113	251	220	157
Tery_1554	CP000393.1	2373080	2373454	+	375	41	96	114	11	47	68	53
Tery_1555	CP000393.1	2374239	2375345	-	1107	134	173	164	102	165	139	124
Tery_1556	CP000393.1	2375504	2376163	-	660	189	232	177	145	252	226	141
Tery_1557	CP000393.1	2376195	2376899	-	705	285	483	394	235	460	339	253
Tery_1558	CP000393.1	2377529	2379259	+	1731	1011	1429	1178	767	1344	1067	695
Tery_1559	CP000393.1	2379271	2381265	+	1995	127	192	171	85	151	132	89
Tery_1560	CP000393.1	2381858	2383471	-	1614	267	301	218	318	298	390	171
Tery_1561	CP000393.1	2384111	2385001	+	891	112	226	158	137	228	193	125
Tery_1562	CP000393.1	2386434	2388755	+	2322	195	201	137	133	155	306	120
Tery_1563	CP000393.1	2389285	2389629	-	345	8	23	10	12	8	8	10
Tery_1564	CP000393.1	2389695	2390372	+	678	29	42	30	20	40	40	31
Tery_1565	CP000393.1	2390588	2391550	+	963	29	55	48	27	51	33	31
Tery_1566	CP000393.1	2391936	2392385	-	450	350	981	664	188	410	490	466
Tery_1567	CP000393.1	2392917	2393282	-	366	960	1930	1405	377	733	1036	724
Tery_1568	CP000393.1	2394705	2397167	+	2463	101	125	117	86	110	151	79
Tery_1569	CP000393.1	2397804	2398958	-	1155	47	115	79	40	74	119	57
Tery_1570	CP000393.1	2399103	2400650	-	1548	45	60	28	26	46	51	18
Tery_1571	CP000393.1	2402846	2404927	-	2082	81	135	116	67	125	118	85
Tery_1572	CP000393.1	2405021	2405527	+	507	363	629	715	270	726	485	449
Tery_1573	CP000393.1	2405638	2406150	+	513	350	672	589	296	695	524	264
Tery_1574	CP000393.1	2407801	2409072	-	1272	125	245	144	145	176	301	105
Tery_1575	CP000393.1	2409951	2410151	-	201	843	1219	1380	708	2250	1302	969
Tery_1576	CP000393.1	2411299	2411625	-	327	1189	2055	1466	1043	2081	1541	1172
Tery_1577	CP000393.1	2411651	2412274	-	624	1236	2185	1664	950	1746	2332	1130
Tery_1578	CP000393.1	2412394	2413023	-	630	1514	2703	2399	1147	2103	2288	1262
Tery_1579	CP000393.1	2415284	2416402	-	1119	2102	3958	3594	1305	2803	2341	1796
Tery_1580	CP000393.1	2416673	2417824	-	1152	968	1488	1401	583	1068	1224	824
Tery_1581	CP000393.1	2417922	2418422	-	501	127	272	212	135	264	223	109
Tery_1582	CP000393.1	2419308	2419811	-	504	350	536	625	404	818	454	381
Tery_1583	CP000393.1	2420398	2421585	+	1188	20	40	41	38	33	63	21
Tery_1584	CP000393.1	2422567	2423040	-	474	22	57	24	19	33	56	24
Tery_1586	CP000393.1	2424052	2424396	+	345	1	1	0	0	1	0	1
Tery_1587	CP000393.1	2424735	2427869	-	3135	108	137	94	123	198	123	80
Tery_1588	CP000393.1	2427881	2428261	-	381	40	82	56	44	89	99	44
Tery_1589	CP000393.1	2429001	2430038	+	1038	625	1395	1412	743	1614	739	876
Tery_1590	CP000393.1	2430333	2432159	+	1827	86	153	123	95	140	211	94
Tery_1591	CP000393.1	2432525	2433232	-	708	33	52	23	20	26	42	20
Tery_1592	CP000393.1	2433568	2434164	-	597	29	74	47	20	36	46	38
Tery_1593	CP000393.1	2434413	2436308	+	1896	29	69	51	27	41	60	27
Tery_1594	CP000393.1	2436827	2439940	+	3114	37	61	60	40	56	63	33
Tery_1595	CP000393.1	2440188	2441573	-	1386	31	38	30	21	31	46	23
Tery_1596	CP000393.1	2442462	2442896	+	435	34	73	45	41	43	37	28
Tery_1597	CP000393.1	2442907	2445636	+	2730	166	294	182	142	228	162	135
Tery_1598	CP000393.1	2446514	2447074	-	561	34	53	45	26	48	39	16
Tery_1599	CP000393.1	2447092	2447358	+	267	430	722	541	298	652	302	336
Tery_R0010	CP000393.1	2447382	2447483	+	102	27646	4644	34376	38232	33018	12206	90059
Tery_1600	CP000393.1	2447515	2447886	+	372	1425	2101	1617	1626	2819	1841	1129
Tery_1601	CP000393.1	2447955	2448371	+	417	1403	2033	1619	1139	2104	1605	1169
Tery_1602	CP000393.1	2448737	2449576	+	840	317	394	395	270	329	242	233
Tery_1603	CP000393.1	2450017	2451279	+	1263	489	806	682	320	712	572	482
Tery_1604	CP000393.1	2451467	2452744	-	1278	411	895	563	408	840	542	401
Tery_1605	CP000393.1	2452863	2453960	+	1098	364	575	416	276	431	525	288
Tery_1606	CP000393.1	2453967	2454782	+	816	254	368	325	247	378	350	263
Tery_1607	CP000393.1	2454785	2455579	+	795	172	245	195	107	202	250	124
Tery_1608	CP000393.1	2456320	2457357	-	1038	1	2	4	1	1	1	2
Tery_1609	CP000393.1	2461565	2463970	+	2406	1676	2709	2411	1524	2181	2754	1749
Tery_1610	CP000393.1	2465013	2465300	+	288	897	1983	1720	573	1157	1940	1169
Tery_1611	CP000393.1	2465278	2466384	+	1107	4472	10667	8981	2989	7251	5456	6577
Tery_1612	CP000393.1	2466637	2468106	+	1470	538	884	717	494	753	636	412
Tery_1613	CP000393.1	2468310	2469143	+	834	916	1614	1534	612	1406	774	964
Tery_1614	CP000393.1	2469851	2470195	+	345	317	582	463	250	543	467	244
Tery_1615	CP000393.1	2470555	2472012	+	1458	725	1439	988	511	1146	925	616
Tery_1616	CP000393.1	2471985	2472380	+	396	98	223	196	72	155	142	105
Tery_1617	CP000393.1	2472377	2472628	+	252	61	210	143	72	146	106	68
Tery_1618	CP000393.1	2472625	2472906	+	282	222	426	325	141	277	286	206
Tery_1619	CP000393.1	2473082	2473654	+	573	279	590	419	148	306	340	263
Tery_1620	CP000393.1	2473654	2474316	+	663	45	76	62	45	63	99	64
Tery_1621	CP000393.1	2475534	2476157	-	624	52	131	95	34	80	159	98
Tery_1623	CP000393.1	2478251	2480092	-	1842	56	122	91	62	94	81	70
Tery_1624	CP000393.1	2481037	2482254	-	1218	322	448	342	313	355	516	244
Tery_1625	CP000393.1	2483205	2484062	+	858	50	95	59	41	54	82	50
Tery_1627	CP000393.1	2486145	2488037	-	1893	95	132	132	62	89	100	74
Tery_1629	CP000393.1	2490037	2490252	+	216	6	22	23	11	19	16	15
Tery_1630	CP000393.1	2490292	2490723	+	432	1	1	2	1	3	3	0
Tery_1631	CP000393.1	2491379	2492803	-	1425	996	1811	1503	731	1331	1812	1043
Tery_1632	CP000393.1	2493403	2494218	-	816	902	1709	1360	610	1139	1238	791
Tery_1633	CP000393.1	2494722	2494847	-	126	1682	3862	3149	1011	2334	2485	1531
Tery_1634	CP000393.1	2495162	2495653	-	492	2063	6827	5638	1375	2918	6028	3212
Tery_1635	CP000393.1	2495998	2496975	+	978	490	1194	989	418	918	786	535
Tery_1638	CP000393.1	2499307	2499843	+	537	322	757	539	157	409	269	338
Tery_1639	CP000393.1	2501223	2501948	-	726	317	643	641	222	534	329	332
Tery_1640	CP000393.1	2502022	2502573	+	552	965	1700	1376	560	1151	771	695
Tery_R0011	CP000393.1	2502921	2502994	+	74	981	460	967	1458	1214	652	4348
Tery_1641	CP000393.1	2505159	2505914	+	756	437	902	586	376	648	988	388
Tery_1642	CP000393.1	2505939	2506844	+	906	1161	2525	1739	715	2058	1528	1446
Tery_1643	CP000393.1	2507251	2507844	+	594	200	274	263	176	317	231	192
Tery_1644	CP000393.1	2508028	2508810	+	783	188	268	208	120	288	190	132
Tery_1645	CP000393.1	2508813	2509298	-	486	363	588	537	208	379	468	297
